,event_id,n_pulses,train,validate
51170,833486,38,1,0
51172,833671,85,1,0
51173,833686,46,1,0
51175,833719,37,1,0
51176,833728,61,1,0
51177,833732,52,1,0
51178,833736,44,1,0
51179,833748,33,1,0
51180,833776,47,1,0
51181,833778,57,1,0
51182,833785,71,1,0
51183,833815,42,1,0
51184,833836,62,1,0
51186,833886,45,1,0
51188,833903,44,1,0
51189,833919,92,1,0
51192,833968,62,1,0
51194,834026,118,1,0
51195,834038,49,1,0
51196,834053,131,1,0
51197,834065,136,1,0
51198,834089,87,1,0
51199,834110,59,1,0
51200,834113,50,1,0
51203,834139,58,1,0
51204,834166,57,1,0
51206,834188,95,1,0
51207,834203,162,1,0
51208,834204,56,1,0
51209,834237,53,1,0
51210,834255,111,1,0
51211,834257,52,1,0
51212,834259,118,1,0
51213,834263,37,1,0
51214,834272,82,1,0
51215,834276,68,1,0
51216,834280,58,1,0
51218,834295,69,1,0
51219,834329,55,1,0
51220,834340,51,1,0
51222,834396,61,1,0
51224,834402,40,1,0
51225,834416,50,1,0
51226,834430,55,1,0
51227,834442,51,1,0
51228,834462,41,1,0
51229,834525,96,1,0
51230,834541,37,1,0
51231,834599,43,1,0
51232,834611,46,1,0
51233,834621,39,1,0
51236,834662,73,1,0
51237,834668,65,1,0
51238,834675,39,1,0
51239,834725,45,1,0
51240,834743,53,1,0
51241,834744,58,1,0
51242,834805,77,1,0
51243,834821,114,1,0
51244,834831,47,1,0
51245,834838,53,1,0
51246,834840,105,1,0
51247,834860,51,1,0
51248,834871,200,1,0
51250,834925,47,1,0
51252,834944,65,1,0
51253,834972,70,1,0
51254,834979,49,1,0
51255,834996,42,1,0
51256,834999,60,1,0
51257,835003,38,1,0
51258,835016,40,1,0
51259,835032,30,1,0
51260,835062,65,1,0
51261,835094,95,1,0
51262,835111,42,1,0
51263,835126,55,1,0
51267,835181,71,1,0
51268,835201,42,1,0
51269,835208,65,1,0
51270,835216,53,1,0
51271,835223,49,1,0
51272,835235,65,1,0
51274,835260,65,1,0
51275,835276,40,1,0
51277,835300,68,1,0
51279,835321,60,1,0
51281,835329,62,1,0
51282,835372,48,1,0
51284,835429,102,1,0
51285,835434,89,1,0
51286,835459,84,1,0
51287,835485,78,1,0
51288,835499,46,1,0
51289,835526,58,1,0
51290,835533,53,1,0
51291,835543,56,1,0
51292,835573,46,1,0
51293,835574,51,1,0
51294,835616,54,1,0
51295,835627,118,1,0
51296,835643,75,1,0
51297,835682,50,1,0
51299,835687,37,1,0
51300,835701,33,1,0
51301,835715,92,1,0
51302,835771,69,1,0
51304,835797,47,1,0
51305,835798,162,1,0
51306,835811,51,1,0
51308,835826,83,1,0
51309,835829,31,1,0
51310,835841,69,1,0
51312,835848,155,1,0
51313,835863,76,1,0
51315,835906,41,1,0
51316,835908,30,1,0
51318,835984,39,1,0
51319,835998,70,1,0
51320,836003,57,1,0
51321,836011,103,1,0
51322,836074,45,1,0
51323,836081,48,1,0
51324,836104,64,1,0
51325,836118,46,1,0
51326,836150,107,1,0
51327,836153,120,1,0
51328,836162,163,1,0
51329,836170,58,1,0
51330,836179,54,1,0
51331,836223,96,1,0
51332,836252,169,1,0
51333,836279,73,1,0
51337,836334,77,1,0
51338,836346,148,1,0
51339,836382,33,1,0
51340,836401,170,1,0
51341,836412,115,1,0
51342,836429,46,1,0
51343,836437,61,1,0
51344,836442,42,1,0
51345,836452,99,1,0
51347,836468,71,1,0
51348,836502,78,1,0
51349,836519,97,1,0
51350,836533,94,1,0
51351,836585,67,1,0
51352,836595,69,1,0
51353,836597,104,1,0
51354,836600,57,1,0
51356,836625,52,1,0
51357,836641,44,1,0
51359,836658,101,1,0
51360,836698,48,1,0
51361,836713,80,1,0
51362,836740,83,1,0
51363,836745,43,1,0
51366,836757,64,1,0
51368,836764,79,1,0
51369,836772,40,1,0
51370,836773,76,1,0
51371,836824,124,1,0
51372,836833,93,1,0
51374,836855,108,1,0
51375,836877,62,1,0
51376,836897,36,1,0
51377,836918,58,1,0
51378,836924,55,1,0
51379,836928,45,1,0
51380,836943,49,1,0
51381,836946,64,1,0
51382,836949,39,1,0
51384,836964,28,1,0
51385,836967,77,1,0
51386,836975,172,1,0
51388,836986,45,1,0
51391,837003,51,1,0
51392,837023,66,1,0
51393,837042,57,1,0
51396,837167,91,1,0
51398,837196,107,1,0
51399,837201,99,1,0
51402,837222,170,1,0
51403,837223,54,1,0
51405,837233,78,1,0
51406,837247,75,1,0
51407,837291,47,1,0
51408,837301,64,1,0
51409,837302,95,1,0
51411,837372,82,1,0
51413,837380,74,1,0
51414,837381,55,1,0
51415,837415,60,1,0
51416,837417,119,1,0
51417,837439,56,1,0
51419,837463,38,1,0
51421,837500,64,1,0
51422,837543,69,1,0
51423,837544,47,1,0
51424,837578,42,1,0
51425,837598,145,1,0
51427,837666,62,1,0
51428,837678,87,1,0
51431,837713,37,1,0
51432,837734,57,1,0
51433,837744,64,1,0
51434,837760,41,1,0
51435,837785,48,1,0
51436,837828,49,1,0
51438,837849,72,1,0
51439,837883,38,1,0
51440,837911,174,1,0
51441,837938,72,1,0
51442,837944,40,1,0
51443,837955,89,1,0
51444,838014,59,1,0
51445,838058,37,1,0
51446,838068,81,1,0
51447,838080,41,1,0
51448,838088,139,1,0
51449,838100,58,1,0
51450,838106,72,1,0
51452,838132,60,1,0
51453,838139,41,1,0
51454,838149,52,1,0
51455,838156,149,1,0
51456,838234,43,1,0
51458,838263,91,1,0
51459,838272,55,1,0
51460,838304,58,1,0
51461,838316,85,1,0
51463,838368,116,1,0
51464,838369,56,1,0
51466,838425,64,1,0
51468,838441,49,1,0
51469,838443,147,1,0
51470,838448,39,1,0
51471,838469,41,1,0
51474,838586,40,1,0
51475,838589,38,1,0
51476,838610,39,1,0
51477,838635,66,1,0
51478,838665,53,1,0
51479,838667,41,1,0
51481,838684,91,1,0
51482,838685,49,1,0
51483,838705,37,1,0
51485,838720,49,1,0
51486,838761,49,1,0
51488,838780,44,1,0
51489,838804,73,1,0
51490,838826,58,1,0
51491,838837,45,1,0
51494,838860,56,1,0
51495,838888,60,1,0
51496,838936,55,1,0
51497,838940,33,1,0
51498,838970,46,1,0
51500,838987,46,1,0
51502,839024,49,1,0
51504,839094,85,1,0
51506,839114,43,1,0
51507,839123,60,1,0
51508,839137,59,1,0
51509,839153,67,1,0
51510,839166,43,1,0
51514,839210,104,1,0
51516,839215,68,1,0
51517,839230,34,1,0
51518,839239,57,1,0
51519,839254,69,1,0
51520,839364,85,1,0
51521,839369,58,1,0
51522,839378,37,1,0
51523,839379,54,1,0
51524,839395,48,1,0
51525,839397,42,1,0
51526,839403,143,1,0
51527,839404,41,1,0
51528,839406,77,1,0
51529,839427,74,1,0
51532,839493,55,1,0
51534,839506,56,1,0
51536,839616,58,1,0
51537,839630,70,1,0
51538,839646,100,1,0
51540,839689,54,1,0
51541,839692,156,1,0
51542,839718,37,1,0
51543,839725,78,1,0
51544,839742,77,1,0
51545,839749,85,1,0
51546,839775,143,1,0
51547,839786,56,1,0
51548,839799,83,1,0
51549,839819,45,1,0
51551,839841,95,1,0
51552,839849,49,1,0
51553,839881,101,1,0
51554,839893,68,1,0
51555,839899,62,1,0
51556,839905,97,1,0
51557,839907,134,1,0
51558,839917,41,1,0
51559,839920,114,1,0
51561,839966,120,1,0
51563,840005,53,1,0
51565,840064,33,1,0
51566,840081,69,1,0
51567,840090,98,1,0
51568,840101,57,1,0
51570,840164,54,1,0
51571,840172,76,1,0
51572,840184,38,1,0
51573,840203,35,1,0
51574,840207,163,1,0
51575,840209,39,1,0
51576,840230,76,1,0
51579,840341,45,1,0
51580,840348,43,1,0
51581,840355,43,1,0
51582,840356,42,1,0
51583,840372,107,1,0
51584,840396,68,1,0
51586,840470,98,1,0
51587,840473,42,1,0
51588,840514,61,1,0
51590,840545,70,1,0
51591,840548,173,1,0
51592,840578,35,1,0
51594,840614,93,1,0
51595,840631,134,1,0
51596,840639,80,1,0
51597,840671,65,1,0
51598,840693,57,1,0
51599,840744,33,1,0
51600,840765,67,1,0
51601,840772,85,1,0
51602,840782,64,1,0
51604,840820,33,1,0
51605,840838,107,1,0
51606,840849,44,1,0
51609,840885,75,1,0
51610,840917,43,1,0
51611,840934,46,1,0
51612,840953,46,1,0
51613,840968,38,1,0
51614,840987,67,1,0
51616,841028,55,1,0
51617,841066,61,1,0
51618,841085,200,1,0
51620,841156,192,1,0
51622,841196,50,1,0
51624,841211,43,1,0
51625,841214,58,1,0
51626,841216,76,1,0
51628,841233,56,1,0
51630,841265,70,1,0
51631,841266,53,1,0
51632,841286,49,1,0
51633,841289,52,1,0
51634,841329,51,1,0
51635,841332,161,1,0
51638,841384,50,1,0
51639,841387,98,1,0
51641,841413,75,1,0
51642,841417,46,1,0
51643,841467,80,1,0
51644,841468,59,1,0
51645,841469,48,1,0
51646,841475,64,1,0
51647,841499,40,1,0
51649,841542,52,1,0
51650,841545,37,1,0
51651,841559,55,1,0
51652,841560,37,1,0
51653,841570,101,1,0
51654,841583,81,1,0
51655,841596,36,1,0
51656,841634,56,1,0
51657,841647,60,1,0
51658,841648,41,1,0
51660,841680,42,1,0
51661,841695,97,1,0
51663,841735,174,1,0
51665,841790,49,1,0
51666,841834,30,1,0
51667,841841,60,1,0
51669,841897,48,1,0
51670,841923,61,1,0
51672,841930,45,1,0
51673,841949,35,1,0
51674,841970,88,1,0
51676,842006,57,1,0
51677,842008,53,1,0
51678,842016,64,1,0
51681,842062,48,1,0
51682,842068,51,1,0
51683,842073,47,1,0
51686,842101,56,1,0
51687,842142,65,1,0
51689,842172,71,1,0
51690,842176,86,1,0
51691,842189,59,1,0
51692,842200,39,1,0
51693,842222,43,1,0
51694,842248,69,1,0
51696,842325,41,1,0
51697,842343,55,1,0
51698,842346,42,1,0
51700,842365,54,1,0
51702,842388,84,1,0
51703,842390,52,1,0
51707,842495,53,1,0
51709,842546,106,1,0
51710,842568,42,1,0
51712,842588,38,1,0
51714,842597,53,1,0
51715,842614,88,1,0
51716,842619,79,1,0
51717,842628,41,1,0
51718,842643,46,1,0
51719,842658,105,1,0
51721,842669,93,1,0
51722,842671,64,1,0
51723,842674,49,1,0
51724,842691,27,1,0
51725,842699,96,1,0
51726,842709,57,1,0
51727,842714,47,1,0
51728,842740,43,1,0
51730,842762,65,1,0
51733,842818,54,1,0
51734,842824,46,1,0
51735,842849,67,1,0
51736,842866,59,1,0
51737,842879,93,1,0
51738,842903,85,1,0
51739,842904,38,1,0
51740,842907,59,1,0
51742,842921,63,1,0
51743,842922,51,1,0
51744,842938,34,1,0
51745,842951,98,1,0
51746,842982,47,1,0
51747,843022,60,1,0
51750,843071,73,1,0
51751,843085,72,1,0
51753,843127,129,1,0
51754,843213,189,1,0
51755,843218,61,1,0
51756,843226,57,1,0
51757,843231,35,1,0
51758,843243,45,1,0
51761,843303,41,1,0
51762,843309,47,1,0
51763,843324,61,1,0
51764,843332,47,1,0
51765,843336,33,1,0
51766,843337,44,1,0
51769,843367,51,1,0
51770,843382,34,1,0
51771,843386,33,1,0
51772,843388,126,1,0
51774,843398,93,1,0
51775,843403,53,1,0
51776,843414,41,1,0
51777,843418,98,1,0
51778,843440,82,1,0
51779,843442,25,1,0
51781,843486,85,1,0
51782,843490,130,1,0
51783,843503,48,1,0
51784,843504,58,1,0
51785,843513,127,1,0
51786,843533,36,1,0
51787,843560,65,1,0
51790,843587,99,1,0
51791,843607,43,1,0
51792,843614,29,1,0
51793,843647,60,1,0
51794,843655,44,1,0
51796,843703,94,1,0
51797,843717,49,1,0
51798,843727,48,1,0
51799,843728,95,1,0
51800,843758,105,1,0
51801,843790,62,1,0
51802,843830,79,1,0
51803,843843,43,1,0
51804,843854,36,1,0
51805,843867,64,1,0
51807,843885,62,1,0
51809,843888,59,1,0
51810,843910,101,1,0
51811,843913,71,1,0
51812,843934,40,1,0
51813,843935,41,1,0
51814,843943,40,1,0
51816,843992,68,1,0
51818,844025,114,1,0
51819,844026,34,1,0
51820,844064,108,1,0
51822,844095,52,1,0
51825,844120,121,1,0
51826,844127,80,1,0
51827,844155,158,1,0
51828,844214,40,1,0
51829,844243,63,1,0
51831,844252,34,1,0
51832,844296,79,1,0
51833,844311,80,1,0
51835,844343,79,1,0
51837,844358,39,1,0
51838,844392,58,1,0
51839,844438,35,1,0
51840,844465,38,1,0
51841,844467,58,1,0
51842,844478,46,1,0
51843,844543,76,1,0
51844,844585,48,1,0
51845,844607,86,1,0
51846,844628,47,1,0
51848,844683,49,1,0
51849,844699,50,1,0
51851,844720,59,1,0
51853,844738,39,1,0
51854,844741,44,1,0
51855,844746,39,1,0
51857,844769,80,1,0
51858,844802,54,1,0
51860,844829,30,1,0
51861,844842,35,1,0
51862,844884,120,1,0
51863,844893,59,1,0
51865,844977,52,1,0
51866,844987,86,1,0
51867,845029,42,1,0
51868,845080,53,1,0
51869,845156,61,1,0
51871,845210,54,1,0
51872,845211,46,1,0
51873,845215,44,1,0
51874,845260,63,1,0
51875,845280,85,1,0
51876,845343,68,1,0
51878,845356,73,1,0
51879,845399,62,1,0
51880,845404,58,1,0
51882,845420,79,1,0
51883,845452,71,1,0
51884,845461,66,1,0
51886,845463,35,1,0
51887,845468,96,1,0
51888,845478,47,1,0
51889,845508,75,1,0
51890,845515,49,1,0
51892,845575,49,1,0
51893,845581,114,1,0
51896,845587,68,1,0
51897,845598,62,1,0
51899,845642,65,1,0
51900,845662,46,1,0
51901,845682,40,1,0
51902,845685,41,1,0
51904,845699,74,1,0
51905,845702,58,1,0
51906,845716,116,1,0
51907,845729,50,1,0
51908,845737,55,1,0
51910,845816,45,1,0
51911,845817,44,1,0
51912,845821,90,1,0
51913,845828,121,1,0
51914,845834,54,1,0
51915,845837,115,1,0
51916,845843,171,1,0
51919,845864,89,1,0
51920,845870,69,1,0
51921,845872,65,1,0
51922,845891,141,1,0
51924,845921,43,1,0
51925,845965,59,1,0
51926,845980,46,1,0
51928,846038,58,1,0
51929,846039,50,1,0
51931,846050,37,1,0
51932,846063,78,1,0
51933,846090,64,1,0
51934,846098,47,1,0
51935,846121,46,1,0
51936,846159,72,1,0
51937,846160,96,1,0
51938,846170,76,1,0
51939,846183,41,1,0
51940,846210,73,1,0
51942,846241,124,1,0
51943,846262,61,1,0
51944,846266,108,1,0
51945,846345,108,1,0
51946,846347,69,1,0
51947,846359,102,1,0
51948,846366,193,1,0
51949,846407,187,1,0
51950,846422,132,1,0
51952,846428,54,1,0
51953,846433,146,1,0
51954,846448,48,1,0
51955,846469,61,1,0
51956,846475,114,1,0
51958,846510,82,1,0
51959,846523,45,1,0
51960,846535,56,1,0
51961,846559,47,1,0
51962,846563,99,1,0
51964,846656,32,1,0
51965,846681,82,1,0
51966,846682,37,1,0
51968,846694,106,1,0
51969,846726,62,1,0
51970,846727,99,1,0
51971,846749,56,1,0
51973,846784,61,1,0
51975,846823,69,1,0
51977,846844,85,1,0
51980,846919,80,1,0
51981,846938,130,1,0
51982,846940,44,1,0
51983,846943,46,1,0
51984,846946,49,1,0
51986,846949,41,1,0
51987,846962,62,1,0
51988,846986,74,1,0
51989,847000,60,1,0
51990,847011,79,1,0
51991,847015,36,1,0
51993,847069,60,1,0
51995,847112,36,1,0
51996,847124,68,1,0
51997,847141,36,1,0
51998,847145,41,1,0
51999,847200,31,1,0
52000,847207,48,1,0
52001,847268,52,1,0
52002,847277,186,1,0
52003,847280,55,1,0
52004,847299,55,1,0
52005,847352,92,1,0
52006,847362,68,1,0
52008,847384,47,1,0
52009,847403,53,1,0
52010,847413,186,1,0
52011,847445,69,1,0
52012,847465,98,1,0
52014,847502,154,1,0
52015,847523,106,1,0
52016,847526,79,1,0
52017,847539,72,1,0
52018,847555,53,1,0
52020,847616,62,1,0
52021,847643,71,1,0
52022,847667,57,1,0
52023,847683,61,1,0
52024,847701,59,1,0
52025,847702,42,1,0
52027,847756,28,1,0
52028,847789,82,1,0
52029,847799,55,1,0
52030,847815,92,1,0
52031,847816,83,1,0
52032,847849,48,1,0
52033,847854,59,1,0
52034,847881,92,1,0
52035,847885,52,1,0
52038,847932,65,1,0
52039,847939,167,1,0
52042,848013,75,1,0
52044,848043,146,1,0
52045,848054,129,1,0
52046,848064,60,1,0
52048,848074,70,1,0
52049,848082,40,1,0
52050,848094,42,1,0
52051,848104,49,1,0
52054,848163,92,1,0
52055,848227,46,1,0
52057,848260,74,1,0
52058,848261,59,1,0
52059,848288,70,1,0
52061,848337,37,1,0
52062,848349,49,1,0
52063,848350,48,1,0
52064,848390,72,1,0
52066,848422,49,1,0
52067,848438,51,1,0
52069,848502,51,1,0
52070,848504,55,1,0
52071,848510,172,1,0
52072,848512,93,1,0
52073,848530,59,1,0
52075,848552,155,1,0
52076,848577,169,1,0
52077,848583,49,1,0
52078,848584,52,1,0
52079,848593,62,1,0
52080,848597,65,1,0
52081,848623,53,1,0
52082,848644,71,1,0
52084,848727,78,1,0
52085,848743,55,1,0
52086,848746,198,1,0
52087,848759,50,1,0
52088,848766,65,1,0
52089,848783,73,1,0
52090,848813,32,1,0
52091,848843,77,1,0
52092,848849,162,1,0
52093,848861,51,1,0
52094,848877,122,1,0
52095,848915,79,1,0
52097,848947,53,1,0
52098,848951,77,1,0
52100,848962,40,1,0
52101,848966,141,1,0
52103,849001,117,1,0
52104,849003,39,1,0
52105,849020,57,1,0
52106,849021,50,1,0
52107,849029,56,1,0
52108,849034,43,1,0
52109,849045,45,1,0
52113,849157,56,1,0
52114,849158,61,1,0
52115,849193,81,1,0
52116,849216,90,1,0
52117,849218,176,1,0
52118,849223,56,1,0
52120,849270,76,1,0
52121,849310,40,1,0
52123,849340,143,1,0
52124,849367,38,1,0
52125,849389,84,1,0
52126,849418,73,1,0
52127,849419,80,1,0
52129,849470,120,1,0
52130,849490,50,1,0
52131,849523,32,1,0
52132,849526,100,1,0
52133,849528,101,1,0
52136,849601,40,1,0
52137,849602,179,1,0
52138,849629,174,1,0
52139,849635,117,1,0
52140,849644,93,1,0
52141,849648,86,1,0
52142,849670,41,1,0
52143,849675,40,1,0
52145,849696,49,1,0
52146,849699,80,1,0
52147,849732,65,1,0
52149,849753,138,1,0
52150,849754,129,1,0
52152,849774,53,1,0
52153,849787,106,1,0
52154,849792,45,1,0
52155,849797,50,1,0
52156,849820,78,1,0
52157,849823,53,1,0
52158,849824,61,1,0
52159,849828,48,1,0
52160,849868,59,1,0
52161,849870,64,1,0
52162,849897,130,1,0
52163,849918,102,1,0
52164,849925,167,1,0
52165,849946,46,1,0
52166,849956,50,1,0
52167,849964,85,1,0
52168,849977,53,1,0
52169,849989,62,1,0
52171,850019,47,1,0
52172,850064,65,1,0
52173,850067,85,1,0
52174,850083,57,1,0
52175,850107,124,1,0
52176,850120,123,1,0
52177,850129,54,1,0
52178,850157,44,1,0
52179,850165,126,1,0
52181,850223,57,1,0
52182,850300,45,1,0
52184,850308,111,1,0
52186,850376,78,1,0
52188,850396,66,1,0
52190,850438,64,1,0
52191,850519,53,1,0
52193,850549,57,1,0
52194,850579,34,1,0
52195,850585,80,1,0
52196,850588,40,1,0
52198,850597,94,1,0
52199,850633,77,1,0
52200,850634,79,1,0
52201,850669,56,1,0
52202,850674,53,1,0
52203,850716,41,1,0
52204,850718,49,1,0
52206,850743,55,1,0
52207,850778,86,1,0
52208,850791,77,1,0
52209,850813,126,1,0
52210,850821,37,1,0
52211,850828,49,1,0
52213,850891,35,1,0
52214,850903,94,1,0
52215,850911,60,1,0
52216,850923,71,1,0
52217,850924,77,1,0
52218,850949,86,1,0
52219,850955,32,1,0
52220,850959,49,1,0
52221,850972,78,1,0
52222,850989,68,1,0
52224,851003,97,1,0
52225,851005,93,1,0
52226,851007,43,1,0
52227,851025,88,1,0
52228,851036,31,1,0
52229,851043,74,1,0
52231,851046,126,1,0
52232,851053,154,1,0
52233,851093,81,1,0
52234,851103,51,1,0
52235,851113,28,1,0
52236,851123,36,1,0
52237,851133,65,1,0
52238,851153,45,1,0
52239,851163,48,1,0
52240,851171,75,1,0
52241,851181,171,1,0
52243,851245,63,1,0
52245,851298,56,1,0
52249,851338,37,1,0
52252,851376,28,1,0
52254,851432,49,1,0
52257,851463,116,1,0
52259,851491,33,1,0
52260,851550,27,1,0
52263,851607,60,1,0
52264,851615,84,1,0
52265,851619,48,1,0
52266,851662,60,1,0
52268,851670,48,1,0
52269,851691,45,1,0
52270,851701,163,1,0
52271,851702,84,1,0
52272,851717,50,1,0
52273,851777,40,1,0
52275,851792,59,1,0
52276,851798,45,1,0
52278,851829,73,1,0
52279,851840,69,1,0
52280,851857,50,1,0
52281,851907,89,1,0
52282,851937,79,1,0
52284,851981,183,1,0
52287,852009,122,1,0
52288,852041,60,1,0
52289,852056,65,1,0
52290,852066,59,1,0
52291,852090,64,1,0
52292,852103,39,1,0
52293,852104,103,1,0
52294,852116,67,1,0
52295,852133,150,1,0
52298,852162,89,1,0
52299,852182,91,1,0
52300,852203,32,1,0
52301,852217,46,1,0
52302,852225,42,1,0
52303,852239,53,1,0
52304,852254,103,1,0
52305,852258,106,1,0
52306,852289,45,1,0
52307,852303,51,1,0
52308,852308,59,1,0
52310,852355,57,1,0
52311,852371,47,1,0
52312,852373,64,1,0
52313,852393,140,1,0
52314,852398,94,1,0
52315,852434,119,1,0
52317,852450,66,1,0
52318,852458,45,1,0
52319,852462,48,1,0
52320,852517,37,1,0
52321,852528,57,1,0
52323,852555,164,1,0
52324,852559,64,1,0
52325,852585,66,1,0
52326,852652,113,1,0
52328,852698,100,1,0
52329,852710,64,1,0
52330,852713,57,1,0
52332,852728,51,1,0
52333,852740,71,1,0
52335,852795,64,1,0
52336,852833,81,1,0
52337,852840,76,1,0
52338,852849,69,1,0
52339,852859,32,1,0
52340,852869,46,1,0
52341,852874,41,1,0
52342,852875,65,1,0
52343,852877,86,1,0
52344,852911,33,1,0
52345,852956,58,1,0
52346,852974,115,1,0
52347,852994,42,1,0
52348,852998,160,1,0
52349,853002,40,1,0
52350,853006,84,1,0
52351,853014,69,1,0
52354,853043,44,1,0
52355,853054,80,1,0
52356,853063,56,1,0
52357,853068,50,1,0
52359,853101,153,1,0
52360,853107,75,1,0
52361,853118,75,1,0
52362,853168,59,1,0
52363,853171,77,1,0
52364,853195,42,1,0
52365,853217,47,1,0
52366,853226,47,1,0
52367,853248,31,1,0
52369,853266,93,1,0
52372,853312,95,1,0
52373,853317,49,1,0
52374,853320,87,1,0
52375,853321,63,1,0
52376,853353,129,1,0
52377,853357,103,1,0
52378,853358,121,1,0
52379,853360,76,1,0
52380,853366,49,1,0
52381,853368,170,1,0
52382,853383,38,1,0
52384,853441,33,1,0
52385,853471,112,1,0
52386,853472,75,1,0
52387,853495,80,1,0
52389,853505,113,1,0
52390,853513,67,1,0
52391,853543,137,1,0
52393,853585,114,1,0
52394,853594,36,1,0
52396,853675,59,1,0
52397,853686,76,1,0
52398,853718,57,1,0
52399,853722,36,1,0
52400,853724,48,1,0
52402,853767,139,1,0
52403,853815,39,1,0
52404,853829,64,1,0
52405,853849,42,1,0
52406,853858,43,1,0
52408,853963,63,1,0
52409,854001,61,1,0
52410,854007,35,1,0
52411,854011,63,1,0
52412,854022,99,1,0
52413,854051,78,1,0
52414,854082,176,1,0
52415,854106,110,1,0
52416,854107,71,1,0
52420,854152,43,1,0
52421,854214,44,1,0
52422,854229,42,1,0
52423,854236,109,1,0
52425,854256,43,1,0
52426,854272,55,1,0
52427,854282,52,1,0
52428,854297,84,1,0
52429,854309,52,1,0
52434,854438,53,1,0
52435,854442,92,1,0
52436,854458,51,1,0
52437,854462,71,1,0
52439,854547,47,1,0
52440,854556,36,1,0
52441,854564,61,1,0
52443,854602,101,1,0
52444,854609,63,1,0
52445,854658,72,1,0
52447,854685,86,1,0
52448,854692,71,1,0
52449,854693,63,1,0
52451,854722,90,1,0
52452,854727,90,1,0
52453,854735,51,1,0
52454,854752,80,1,0
52455,854756,52,1,0
52456,854765,44,1,0
52458,854845,102,1,0
52459,854868,46,1,0
52460,854873,64,1,0
52461,854890,61,1,0
52462,854932,62,1,0
52464,854989,44,1,0
52465,855006,38,1,0
52466,855018,56,1,0
52468,855042,98,1,0
52470,855071,55,1,0
52473,855107,33,1,0
52474,855171,36,1,0
52476,855198,103,1,0
52477,855204,68,1,0
52478,855211,56,1,0
52479,855218,56,1,0
52480,855262,70,1,0
52481,855286,52,1,0
52482,855309,74,1,0
52483,855329,46,1,0
52484,855409,44,1,0
52485,855412,111,1,0
52486,855421,41,1,0
52487,855436,48,1,0
52488,855455,175,1,0
52489,855461,93,1,0
52490,855465,47,1,0
52492,855488,45,1,0
52493,855502,88,1,0
52494,855503,56,1,0
52495,855520,54,1,0
52496,855522,41,1,0
52497,855557,40,1,0
52498,855595,45,1,0
52499,855613,51,1,0
52501,855677,61,1,0
52502,855686,150,1,0
52503,855718,55,1,0
52504,855725,62,1,0
52506,855759,45,1,0
52507,855765,31,1,0
52508,855780,183,1,0
52509,855781,114,1,0
52510,855785,49,1,0
52511,855794,63,1,0
52512,855798,61,1,0
52513,855817,117,1,0
52515,855841,102,1,0
52517,855882,76,1,0
52518,855889,31,1,0
52519,855922,43,1,0
52520,855926,115,1,0
52521,855941,35,1,0
52522,855947,126,1,0
52525,855994,47,1,0
52527,856004,54,1,0
52528,856035,63,1,0
52529,856046,70,1,0
52530,856059,32,1,0
52531,856064,50,1,0
52532,856067,182,1,0
52533,856071,64,1,0
52534,856110,67,1,0
52536,856129,39,1,0
52537,856136,37,1,0
52539,856179,74,1,0
52540,856182,100,1,0
52543,856214,114,1,0
52544,856258,49,1,0
52545,856259,96,1,0
52546,856273,37,1,0
52549,856333,47,1,0
52550,856335,51,1,0
52552,856444,113,1,0
52554,856454,61,1,0
52556,856540,75,1,0
52557,856556,76,1,0
52558,856612,52,1,0
52559,856619,68,1,0
52560,856651,88,1,0
52563,856679,42,1,0
52564,856680,64,1,0
52566,856716,121,1,0
52568,856748,40,1,0
52569,856757,77,1,0
52570,856769,73,1,0
52571,856781,40,1,0
52572,856782,49,1,0
52573,856806,56,1,0
52574,856834,94,1,0
52575,856835,61,1,0
52576,856851,38,1,0
52579,856917,59,1,0
52580,856930,64,1,0
52581,856936,116,1,0
52582,856942,113,1,0
52583,856947,47,1,0
52584,856972,54,1,0
52585,856987,71,1,0
52586,857019,40,1,0
52587,857060,71,1,0
52589,857084,35,1,0
52590,857100,60,1,0
52591,857108,43,1,0
52592,857124,139,1,0
52593,857128,42,1,0
52594,857142,191,1,0
52595,857144,74,1,0
52596,857146,61,1,0
52597,857153,44,1,0
52598,857160,55,1,0
52599,857173,166,1,0
52600,857187,53,1,0
52601,857191,53,1,0
52603,857236,121,1,0
52604,857281,40,1,0
52606,857297,57,1,0
52607,857333,47,1,0
52608,857334,50,1,0
52609,857384,58,1,0
52611,857400,61,1,0
52612,857418,79,1,0
52613,857424,35,1,0
52614,857431,58,1,0
52618,857515,46,1,0
52619,857553,66,1,0
52620,857589,39,1,0
52621,857611,74,1,0
52622,857618,60,1,0
52624,857628,82,1,0
52625,857648,161,1,0
52626,857653,76,1,0
52627,857663,155,1,0
52628,857675,48,1,0
52632,857735,158,1,0
52633,857751,45,1,0
52634,857758,88,1,0
52635,857759,97,1,0
52636,857766,35,1,0
52637,857777,55,1,0
52638,857784,52,1,0
52641,857791,65,1,0
52643,857845,157,1,0
52644,857851,134,1,0
52645,857856,51,1,0
52647,857868,40,1,0
52650,857881,97,1,0
52651,857890,63,1,0
52652,857901,104,1,0
52653,857919,70,1,0
52655,857957,57,1,0
52656,857981,64,1,0
52658,858011,172,1,0
52659,858019,49,1,0
52661,858064,67,1,0
52663,858081,70,1,0
52664,858095,54,1,0
52665,858101,38,1,0
52669,858165,32,1,0
52670,858215,93,1,0
52672,858231,64,1,0
