,event_id,n_pulses,train,validate
46460,755925,140,0,1
46462,755964,185,0,1
46463,755965,56,0,1
46465,755993,55,0,1
46467,756025,32,0,1
46468,756027,55,0,1
46470,756090,60,0,1
46483,756230,44,0,1
46490,756313,34,0,1
46493,756338,57,0,1
46496,756404,75,0,1
46498,756434,30,0,1
46507,756584,130,0,1
46509,756588,80,0,1
46518,756747,54,0,1
46524,756802,105,0,1
46528,756844,97,0,1
46530,756866,89,0,1
46533,756877,73,0,1
46549,757150,140,0,1
46563,757265,36,0,1
46564,757283,42,0,1
46565,757313,47,0,1
46569,757420,54,0,1
46570,757422,38,0,1
46582,757707,58,0,1
46591,757812,45,0,1
46593,757818,56,0,1
46599,757856,53,0,1
46601,757928,45,0,1
46605,757997,46,0,1
46611,758117,42,0,1
46613,758157,43,0,1
46615,758229,61,0,1
46624,758412,31,0,1
46636,758626,49,0,1
46643,758701,41,0,1
46670,759095,65,0,1
46671,759126,58,0,1
46672,759136,104,0,1
46677,759175,77,0,1
46681,759214,42,0,1
46693,759511,126,0,1
46697,759559,125,0,1
46699,759598,41,0,1
46701,759648,31,0,1
46704,759669,72,0,1
46706,759684,44,0,1
46709,759700,66,0,1
46711,759716,44,0,1
46717,759759,52,0,1
46731,760065,89,0,1
46732,760118,61,0,1
46735,760171,91,0,1
46736,760176,52,0,1
46738,760224,77,0,1
46742,760282,76,0,1
46744,760313,39,0,1
46745,760315,65,0,1
46755,760483,121,0,1
46758,760511,120,0,1
46759,760530,36,0,1
46762,760602,62,0,1
46768,760664,65,0,1
46772,760757,72,0,1
46777,760831,77,0,1
46786,760974,70,0,1
46801,761230,36,0,1
46807,761324,45,0,1
46816,761616,38,0,1
46838,762020,41,0,1
46844,762109,33,0,1
46848,762152,47,0,1
46861,762394,33,0,1
46868,762508,52,0,1
46871,762570,55,0,1
46872,762595,36,0,1
46874,762621,53,0,1
46877,762641,143,0,1
46878,762644,34,0,1
46884,762735,50,0,1
46916,763065,125,0,1
46918,763100,48,0,1
46920,763126,120,0,1
46928,763260,26,0,1
46930,763278,53,0,1
46938,763419,53,0,1
46941,763467,93,0,1
46942,763515,44,0,1
46949,763655,59,0,1
46955,763765,62,0,1
46968,764028,49,0,1
46975,764107,49,0,1
46987,764384,81,0,1
46993,764508,67,0,1
46997,764560,174,0,1
47002,764655,63,0,1
47004,764723,72,0,1
47015,764835,48,0,1
47016,764839,91,0,1
47023,765047,51,0,1
47026,765114,174,0,1
47028,765156,44,0,1
47053,765574,140,0,1
47064,765735,63,0,1
47069,765813,50,0,1
47072,765847,59,0,1
47077,765916,37,0,1
47079,765949,63,0,1
47081,765970,73,0,1
47082,765986,55,0,1
47096,766196,48,0,1
47101,766235,71,0,1
47127,766704,54,0,1
47138,766874,79,0,1
47145,767028,49,0,1
47146,767029,40,0,1
47151,767110,45,0,1
47154,767192,50,0,1
47157,767225,37,0,1
47161,767313,40,0,1
47162,767324,51,0,1
47170,767504,136,0,1
47171,767505,37,0,1
47178,767675,53,0,1
47179,767695,60,0,1
47180,767702,71,0,1
47183,767729,57,0,1
47186,767783,163,0,1
47190,767826,59,0,1
47198,768142,68,0,1
47199,768145,49,0,1
47200,768183,93,0,1
47206,768300,73,0,1
47222,768626,131,0,1
47224,768648,71,0,1
47225,768664,58,0,1
47226,768683,70,0,1
47235,768806,63,0,1
47244,768927,29,0,1
47247,769028,28,0,1
47250,769090,58,0,1
47251,769103,161,0,1
47253,769137,34,0,1
47263,769332,191,0,1
47272,769500,53,0,1
47297,769993,71,0,1
47300,770002,47,0,1
47304,770076,46,0,1
47307,770091,122,0,1
47314,770187,146,0,1
47317,770244,180,0,1
47324,770339,81,0,1
47325,770378,46,0,1
47332,770451,45,0,1
47335,770481,48,0,1
47345,770651,38,0,1
47348,770675,73,0,1
47349,770688,50,0,1
47359,770856,73,0,1
47360,770907,56,0,1
47370,771051,65,0,1
47393,771448,60,0,1
47394,771470,55,0,1
47396,771496,27,0,1
47397,771501,66,0,1
47407,771601,40,0,1
47411,771684,45,0,1
47415,771736,79,0,1
47424,771897,105,0,1
47428,771973,49,0,1
47429,771991,46,0,1
47430,771997,116,0,1
47433,772038,74,0,1
47436,772119,60,0,1
47442,772245,199,0,1
47443,772265,123,0,1
47444,772272,72,0,1
47446,772313,44,0,1
47449,772351,92,0,1
47453,772404,77,0,1
47454,772410,48,0,1
47463,772517,41,0,1
47466,772563,83,0,1
47485,772814,52,0,1
47487,772824,55,0,1
47500,773142,81,0,1
47504,773248,55,0,1
47517,773453,70,0,1
47522,773599,70,0,1
47525,773664,45,0,1
47528,773760,36,0,1
47532,773850,84,0,1
47536,773919,70,0,1
47539,773959,54,0,1
47543,774015,97,0,1
47559,774305,35,0,1
47579,774731,82,0,1
47581,774753,78,0,1
47584,774827,68,0,1
47587,774842,86,0,1
47609,775142,72,0,1
47615,775246,44,0,1
47618,775290,49,0,1
47622,775412,43,0,1
47629,775487,39,0,1
47637,775587,91,0,1
47644,775682,136,0,1
47648,775711,37,0,1
47649,775716,46,0,1
47653,775877,42,0,1
47654,775959,66,0,1
47662,776078,53,0,1
47663,776130,158,0,1
47668,776193,141,0,1
47673,776288,47,0,1
47675,776338,40,0,1
47677,776345,99,0,1
47678,776350,46,0,1
47682,776403,116,0,1
47684,776416,39,0,1
47690,776445,37,0,1
47702,776697,48,0,1
47705,776760,40,0,1
47707,776810,59,0,1
47708,776828,56,0,1
47712,776837,48,0,1
47713,776838,53,0,1
47714,776847,141,0,1
47721,776964,52,0,1
47724,777016,154,0,1
47727,777079,52,0,1
47729,777158,46,0,1
47731,777213,76,0,1
47737,777323,98,0,1
47744,777397,34,0,1
47745,777406,108,0,1
47748,777459,29,0,1
47751,777483,46,0,1
47755,777586,177,0,1
47757,777601,48,0,1
47769,777771,71,0,1
47784,778062,63,0,1
47788,778076,52,0,1
47789,778089,94,0,1
47793,778163,65,0,1
47795,778196,77,0,1
47796,778221,166,0,1
47797,778231,56,0,1
47806,778313,39,0,1
47808,778322,50,0,1
47809,778344,64,0,1
47814,778480,53,0,1
47817,778510,69,0,1
47826,778598,69,0,1
47835,778750,70,0,1
47839,778830,119,0,1
47843,778888,65,0,1
47844,778893,41,0,1
47848,778920,70,0,1
47849,778961,52,0,1
47858,779068,80,0,1
47863,779093,42,0,1
47876,779234,61,0,1
47880,779251,51,0,1
47890,779421,40,0,1
47891,779436,126,0,1
47898,779537,176,0,1
47900,779567,54,0,1
47906,779647,54,0,1
47921,779901,73,0,1
47926,780044,92,0,1
47933,780182,37,0,1
47936,780211,53,0,1
47945,780439,108,0,1
47946,780443,42,0,1
47957,780559,46,0,1
47958,780585,55,0,1
47962,780642,46,0,1
47970,780753,69,0,1
47974,780818,46,0,1
47980,780891,43,0,1
47981,780897,80,0,1
47983,780984,64,0,1
47985,781015,37,0,1
47996,781100,47,0,1
48000,781181,71,0,1
48003,781268,66,0,1
48006,781317,77,0,1
48012,781391,51,0,1
48025,781649,53,0,1
48026,781650,66,0,1
48031,781697,47,0,1
48034,781772,57,0,1
48035,781784,56,0,1
48039,781856,58,0,1
48062,782126,93,0,1
48065,782167,45,0,1
48078,782315,167,0,1
48079,782322,87,0,1
48086,782431,49,0,1
48089,782499,112,0,1
48094,782574,87,0,1
48097,782612,23,0,1
48103,782735,80,0,1
48112,782824,60,0,1
48118,782966,133,0,1
48124,783074,59,0,1
48130,783244,53,0,1
48134,783295,34,0,1
48136,783299,82,0,1
48141,783387,52,0,1
48153,783607,66,0,1
48154,783624,145,0,1
48166,783950,49,0,1
48169,783996,68,0,1
48170,784018,69,0,1
48177,784127,93,0,1
48178,784154,37,0,1
48188,784356,38,0,1
48193,784549,67,0,1
48195,784554,111,0,1
48213,784823,54,0,1
48223,784952,47,0,1
48224,784967,64,0,1
48226,785028,65,0,1
48233,785204,131,0,1
48234,785208,62,0,1
48236,785257,47,0,1
48237,785276,111,0,1
48240,785374,74,0,1
48246,785519,42,0,1
48251,785556,59,0,1
48252,785615,105,0,1
48253,785638,49,0,1
48255,785648,58,0,1
48259,785690,109,0,1
48262,785742,45,0,1
48269,785920,60,0,1
48273,785956,58,0,1
48274,785997,53,0,1
48282,786106,39,0,1
48285,786132,67,0,1
48286,786178,51,0,1
48300,786384,58,0,1
48305,786521,39,0,1
48307,786550,85,0,1
48313,786626,87,0,1
48319,786729,30,0,1
48323,786809,39,0,1
48341,787054,41,0,1
48346,787092,130,0,1
48350,787109,41,0,1
48356,787223,78,0,1
48359,787289,51,0,1
48395,787923,52,0,1
48400,788034,42,0,1
48403,788068,35,0,1
48413,788234,72,0,1
48416,788268,32,0,1
48431,788542,115,0,1
48434,788551,100,0,1
48438,788613,66,0,1
48452,788839,71,0,1
48453,788879,54,0,1
48455,788895,111,0,1
48457,788929,67,0,1
48460,788985,52,0,1
48466,789069,60,0,1
48472,789131,103,0,1
48477,789247,54,0,1
48479,789276,76,0,1
48487,789394,62,0,1
48490,789439,46,0,1
48496,789519,41,0,1
48497,789524,68,0,1
48518,789839,91,0,1
48536,790083,52,0,1
48540,790135,148,0,1
48541,790148,38,0,1
48543,790170,158,0,1
48546,790191,42,0,1
48549,790325,108,0,1
48567,790638,103,0,1
48569,790663,39,0,1
48571,790671,70,0,1
48574,790725,120,0,1
48578,790840,32,0,1
48579,790850,25,0,1
48583,790910,101,0,1
48588,790973,59,0,1
48589,791012,47,0,1
48594,791097,39,0,1
48611,791518,84,0,1
48622,791661,74,0,1
48623,791721,117,0,1
48636,791857,48,0,1
48650,792050,36,0,1
48654,792120,109,0,1
48655,792139,120,0,1
48663,792193,62,0,1
48668,792297,53,0,1
48681,792460,59,0,1
48682,792493,46,0,1
48683,792505,60,0,1
48685,792562,76,0,1
48686,792572,64,0,1
48687,792586,120,0,1
48691,792617,45,0,1
48699,792779,103,0,1
48704,792865,68,0,1
48708,792914,72,0,1
48710,792935,83,0,1
48722,793200,52,0,1
48724,793211,27,0,1
48730,793422,92,0,1
48734,793473,49,0,1
48738,793621,36,0,1
48745,793733,50,0,1
48746,793739,75,0,1
48752,793834,78,0,1
48753,793843,90,0,1
48766,794169,99,0,1
48768,794197,33,0,1
48780,794458,72,0,1
48800,794864,82,0,1
48801,794870,66,0,1
48804,794899,55,0,1
48806,794911,64,0,1
48809,794963,65,0,1
48810,794968,67,0,1
48815,795023,53,0,1
48821,795130,75,0,1
48830,795223,54,0,1
48832,795240,86,0,1
48835,795363,47,0,1
48836,795372,75,0,1
48837,795384,54,0,1
48851,795646,87,0,1
48855,795699,169,0,1
48858,795739,107,0,1
48860,795764,121,0,1
48869,796033,103,0,1
48875,796099,50,0,1
48882,796255,127,0,1
48884,796286,74,0,1
48890,796417,42,0,1
48891,796448,87,0,1
48897,796531,50,0,1
48898,796539,48,0,1
48905,796677,63,0,1
48908,796699,32,0,1
48909,796702,92,0,1
48930,797044,155,0,1
48933,797115,35,0,1
48935,797164,39,0,1
48936,797187,170,0,1
48939,797254,55,0,1
48944,797345,24,0,1
48945,797349,72,0,1
48954,797550,85,0,1
48955,797559,55,0,1
48958,797614,32,0,1
48959,797621,85,0,1
48962,797674,46,0,1
48965,797715,175,0,1
48973,797812,71,0,1
48975,797865,45,0,1
48979,797882,39,0,1
48986,797969,64,0,1
48987,798017,41,0,1
48992,798121,75,0,1
48994,798150,58,0,1
48995,798154,51,0,1
48997,798174,68,0,1
48999,798214,74,0,1
49003,798268,35,0,1
49005,798303,75,0,1
49007,798331,58,0,1
49011,798380,88,0,1
49013,798409,59,0,1
49018,798468,88,0,1
49023,798562,35,0,1
49027,798629,165,0,1
49037,798733,95,0,1
49041,798800,41,0,1
49044,798857,40,0,1
49049,799029,70,0,1
49060,799108,50,0,1
49066,799233,76,0,1
49071,799357,81,0,1
49072,799358,52,0,1
49078,799507,83,0,1
49081,799582,92,0,1
49083,799598,86,0,1
49087,799653,99,0,1
49092,799774,80,0,1
49093,799778,60,0,1
49095,799817,71,0,1
49096,799830,67,0,1
49097,799838,79,0,1
49099,799877,77,0,1
49117,800200,72,0,1
49118,800255,67,0,1
49121,800301,98,0,1
49122,800317,134,0,1
49124,800359,99,0,1
49125,800385,54,0,1
49128,800437,59,0,1
49133,800517,45,0,1
49134,800519,133,0,1
49139,800553,61,0,1
49142,800572,131,0,1
49148,800739,93,0,1
49154,800768,136,0,1
49161,800866,45,0,1
49164,800880,62,0,1
49171,800993,88,0,1
49175,801115,42,0,1
49177,801193,58,0,1
49180,801248,44,0,1
49182,801256,76,0,1
49187,801332,43,0,1
49188,801338,38,0,1
49197,801519,55,0,1
49208,801712,70,0,1
49210,801759,153,0,1
49211,801765,60,0,1
49221,801968,45,0,1
49225,801988,45,0,1
49230,802039,110,0,1
49254,802470,49,0,1
49266,802678,52,0,1
49269,802730,53,0,1
49273,802802,47,0,1
49275,802833,60,0,1
49284,802902,85,0,1
49291,803053,56,0,1
49292,803057,59,0,1
49295,803101,172,0,1
49296,803102,35,0,1
49302,803226,52,0,1
49306,803302,86,0,1
49309,803345,47,0,1
49312,803368,75,0,1
49315,803479,99,0,1
49320,803535,127,0,1
49321,803568,80,0,1
49329,803764,56,0,1
49330,803791,36,0,1
49332,803832,65,0,1
49333,803838,90,0,1
49335,803938,67,0,1
49341,803996,55,0,1
49363,804369,25,0,1
49378,804542,35,0,1
49385,804596,51,0,1
49386,804616,52,0,1
49392,804743,62,0,1
49397,804833,52,0,1
49400,804886,185,0,1
49405,804975,159,0,1
49406,804985,54,0,1
49412,805078,81,0,1
49414,805100,46,0,1
49422,805216,105,0,1
49423,805221,57,0,1
49425,805294,69,0,1
49432,805411,33,0,1
49438,805541,108,0,1
49439,805549,141,0,1
49442,805571,50,0,1
49447,805639,82,0,1
49457,805748,56,0,1
49458,805772,57,0,1
49465,805865,91,0,1
49475,806130,57,0,1
49480,806213,44,0,1
49482,806236,51,0,1
49484,806264,29,0,1
49486,806328,200,0,1
49488,806350,61,0,1
49489,806351,42,0,1
49490,806394,49,0,1
49492,806401,82,0,1
49495,806442,181,0,1
49498,806460,55,0,1
49500,806491,47,0,1
49524,806866,140,0,1
49525,806888,94,0,1
49535,807015,59,0,1
49537,807024,43,0,1
49543,807109,71,0,1
49552,807204,106,0,1
49553,807205,39,0,1
49563,807334,102,0,1
49569,807408,67,0,1
49594,807797,85,0,1
49608,808090,34,0,1
49610,808116,41,0,1
49618,808214,50,0,1
49627,808361,67,0,1
49633,808449,59,0,1
49637,808536,48,0,1
49638,808551,47,0,1
49642,808601,37,0,1
49646,808636,67,0,1
49658,808836,52,0,1
49660,808840,109,0,1
49667,808980,60,0,1
49669,808997,157,0,1
49673,809110,94,0,1
49674,809111,84,0,1
49676,809161,60,0,1
49682,809385,83,0,1
49685,809423,93,0,1
49687,809454,59,0,1
49691,809514,45,0,1
49694,809610,62,0,1
49697,809636,82,0,1
49705,809795,52,0,1
49716,810006,35,0,1
49743,810452,39,0,1
49762,810859,45,0,1
49763,810892,60,0,1
49765,811012,47,0,1
49776,811196,63,0,1
49779,811250,83,0,1
49784,811313,59,0,1
49785,811376,83,0,1
49791,811444,39,0,1
49793,811450,66,0,1
49803,811567,40,0,1
49804,811586,39,0,1
49805,811587,92,0,1
49815,811765,105,0,1
49816,811779,49,0,1
49818,811830,136,0,1
49826,811926,86,0,1
49828,811941,51,0,1
49829,811944,94,0,1
49837,812070,108,0,1
49841,812144,46,0,1
49845,812165,132,0,1
49851,812244,56,0,1
49863,812377,154,0,1
49867,812532,68,0,1
49870,812638,93,0,1
49873,812649,86,0,1
49881,812837,49,0,1
49885,812925,101,0,1
49895,813052,69,0,1
49908,813243,44,0,1
49910,813298,109,0,1
49911,813304,56,0,1
49919,813395,128,0,1
49937,813740,82,0,1
49947,813860,71,0,1
49955,813977,91,0,1
49961,814100,37,0,1
49978,814352,44,0,1
49984,814443,38,0,1
50001,814663,69,0,1
50024,815038,90,0,1
50025,815040,68,0,1
50027,815110,46,0,1
50031,815150,54,0,1
50035,815239,50,0,1
50042,815374,72,0,1
50043,815409,42,0,1
50045,815456,84,0,1
50047,815471,42,0,1
50049,815490,34,0,1
50052,815514,56,0,1
50057,815560,40,0,1
50059,815594,53,0,1
50068,815725,44,0,1
50076,815799,43,0,1
50080,815919,52,0,1
50086,816039,24,0,1
50089,816048,39,0,1
50092,816106,83,0,1
50097,816212,49,0,1
50102,816304,56,0,1
50104,816315,148,0,1
50109,816375,48,0,1
50131,816704,168,0,1
50132,816708,73,0,1
50145,816935,94,0,1
50146,816947,50,0,1
50149,817021,37,0,1
50153,817079,54,0,1
50154,817102,73,0,1
50158,817135,41,0,1
50160,817158,56,0,1
50161,817169,170,0,1
50162,817170,137,0,1
50166,817244,96,0,1
50173,817372,79,0,1
50177,817407,39,0,1
50180,817470,156,0,1
50181,817496,87,0,1
50190,817618,38,0,1
50195,817687,55,0,1
50196,817689,73,0,1
50198,817733,87,0,1
50199,817790,48,0,1
50205,817960,112,0,1
50207,817977,60,0,1
50208,817996,72,0,1
50225,818223,64,0,1
50226,818226,76,0,1
50233,818262,48,0,1
50242,818445,94,0,1
50244,818499,56,0,1
50247,818534,128,0,1
50252,818653,60,0,1
50268,818887,112,0,1
50270,818958,79,0,1
50278,819114,62,0,1
50284,819182,142,0,1
50285,819185,57,0,1
50288,819215,81,0,1
50297,819416,80,0,1
50306,819489,42,0,1
50310,819554,133,0,1
50313,819573,64,0,1
50315,819600,42,0,1
50318,819640,31,0,1
50320,819684,48,0,1
50323,819751,62,0,1
50330,819848,100,0,1
50332,819866,71,0,1
50339,820036,67,0,1
50349,820213,79,0,1
50354,820298,79,0,1
50358,820331,44,0,1
50364,820419,64,0,1
50376,820672,51,0,1
50381,820735,42,0,1
50392,820871,55,0,1
50395,820925,109,0,1
50398,820952,46,0,1
50399,820964,71,0,1
50408,821158,106,0,1
50415,821256,65,0,1
50417,821283,62,0,1
50418,821290,63,0,1
50422,821318,91,0,1
50427,821393,102,0,1
50431,821462,42,0,1
50436,821552,113,0,1
50438,821585,73,0,1
50442,821607,80,0,1
50446,821658,66,0,1
50447,821663,58,0,1
50449,821690,50,0,1
50452,821733,62,0,1
50453,821739,54,0,1
50454,821760,43,0,1
50455,821823,61,0,1
50466,822051,44,0,1
50467,822088,52,0,1
50475,822140,39,0,1
50477,822168,66,0,1
50484,822310,55,0,1
50490,822458,44,0,1
50493,822524,55,0,1
50495,822557,44,0,1
50501,822621,68,0,1
50505,822657,151,0,1
50518,822858,62,0,1
50523,822948,34,0,1
50542,823272,44,0,1
50548,823377,74,0,1
50554,823477,49,0,1
50565,823591,51,0,1
50566,823629,71,0,1
50576,823705,46,0,1
50582,823891,59,0,1
50586,823955,61,0,1
50593,824131,113,0,1
50595,824192,64,0,1
50598,824222,108,0,1
50609,824459,82,0,1
50628,824707,70,0,1
50632,824741,119,0,1
50634,824801,49,0,1
50638,824876,97,0,1
50641,824896,90,0,1
50643,824899,26,0,1
50645,824926,106,0,1
50649,824980,26,0,1
50656,825094,70,0,1
50671,825281,46,0,1
50672,825318,31,0,1
50675,825527,62,0,1
50685,825651,86,0,1
50686,825660,54,0,1
50698,825865,53,0,1
50706,826015,48,0,1
50708,826050,59,0,1
50714,826109,60,0,1
50718,826179,54,0,1
50722,826240,51,0,1
50725,826314,61,0,1
50736,826537,40,0,1
50739,826581,49,0,1
50740,826595,49,0,1
50746,826722,34,0,1
50751,826827,52,0,1
50754,826859,65,0,1
50758,826946,41,0,1
50760,826992,89,0,1
50777,827484,60,0,1
50780,827540,54,0,1
50788,827655,36,0,1
50791,827687,53,0,1
50796,827759,77,0,1
50798,827775,108,0,1
50810,827944,103,0,1
50820,828103,52,0,1
50824,828215,53,0,1
50836,828396,171,0,1
50843,828588,85,0,1
50852,828709,32,0,1
50854,828727,57,0,1
50857,828818,104,0,1
50864,828910,43,0,1
50866,828960,41,0,1
50868,828964,99,0,1
50874,829071,55,0,1
50881,829111,70,0,1
50887,829189,54,0,1
50895,829320,42,0,1
50905,829439,49,0,1
50909,829487,42,0,1
50911,829533,77,0,1
50912,829538,97,0,1
50914,829596,38,0,1
50925,829853,141,0,1
50935,829939,99,0,1
50941,830042,49,0,1
50945,830094,55,0,1
50947,830109,49,0,1
50951,830143,44,0,1
50952,830178,47,0,1
50953,830188,46,0,1
50963,830324,63,0,1
50979,830550,64,0,1
50986,830690,41,0,1
50987,830707,75,0,1
50993,830756,62,0,1
50994,830773,96,0,1
51009,830995,79,0,1
51019,831101,88,0,1
51028,831219,42,0,1
51037,831343,81,0,1
51040,831412,85,0,1
51050,831499,78,0,1
51059,831634,37,0,1
51061,831658,121,0,1
51062,831675,33,0,1
51082,831982,57,0,1
51088,832042,87,0,1
51094,832108,59,0,1
51101,832245,51,0,1
51102,832264,116,0,1
51112,832442,87,0,1
51114,832461,71,0,1
51117,832513,47,0,1
51127,832660,39,0,1
51129,832700,75,0,1
51130,832726,57,0,1
51139,832827,48,0,1
51148,832990,161,0,1
51152,833062,45,0,1
51153,833065,45,0,1
51161,833320,88,0,1
51163,833337,49,0,1
51169,833452,80,0,1
51171,833586,56,0,1
51174,833699,47,0,1
51185,833855,71,0,1
51187,833889,52,0,1
51193,833994,103,0,1
51201,834116,38,0,1
51205,834179,76,0,1
51217,834286,150,0,1
51223,834400,46,0,1
51234,834638,41,0,1
51249,834875,54,0,1
51251,834933,173,0,1
51264,835139,56,0,1
51266,835159,56,0,1
51273,835246,69,0,1
51276,835283,135,0,1
51278,835316,62,0,1
51280,835327,58,0,1
51283,835401,43,0,1
51303,835784,35,0,1
51307,835820,76,0,1
51311,835842,81,0,1
51314,835895,36,0,1
51317,835967,83,0,1
51334,836313,102,0,1
51335,836324,33,0,1
51336,836327,35,0,1
51346,836453,85,0,1
51355,836606,77,0,1
51358,836648,45,0,1
51364,836746,32,0,1
51365,836748,64,0,1
51367,836761,65,0,1
51373,836846,86,0,1
51387,836985,49,0,1
51389,836989,54,0,1
51390,836997,84,0,1
51394,837066,104,0,1
51395,837155,70,0,1
51400,837208,124,0,1
51404,837225,41,0,1
51420,837493,69,0,1
51426,837613,99,0,1
51429,837697,71,0,1
51430,837707,64,0,1
51437,837842,34,0,1
51451,838112,48,0,1
51457,838246,96,0,1
51462,838333,90,0,1
51465,838409,58,0,1
51467,838440,58,0,1
51473,838555,57,0,1
51480,838682,89,0,1
51484,838712,57,0,1
51487,838770,47,0,1
51492,838843,57,0,1
51499,838976,33,0,1
51501,839009,60,0,1
51503,839043,49,0,1
51505,839095,39,0,1
51511,839174,78,0,1
51512,839201,70,0,1
51513,839209,69,0,1
51515,839214,52,0,1
51530,839429,43,0,1
51531,839461,75,0,1
51533,839503,54,0,1
51560,839940,117,0,1
51562,839986,50,0,1
51564,840047,41,0,1
51577,840231,72,0,1
51578,840262,61,0,1
51585,840452,67,0,1
51589,840520,41,0,1
51593,840583,89,0,1
51603,840787,69,0,1
51607,840878,171,0,1
51608,840882,127,0,1
51615,841013,67,0,1
51619,841131,64,0,1
51621,841188,57,0,1
51623,841206,176,0,1
51627,841224,40,0,1
51629,841235,38,0,1
51636,841341,38,0,1
51637,841350,59,0,1
51640,841409,55,0,1
51648,841533,62,0,1
51659,841664,63,0,1
51662,841721,85,0,1
51664,841786,92,0,1
51668,841859,43,0,1
51671,841927,193,0,1
51675,841981,97,0,1
51679,842040,93,0,1
51680,842042,45,0,1
51684,842077,30,0,1
51685,842092,54,0,1
51688,842170,44,0,1
51695,842311,37,0,1
51701,842369,56,0,1
51705,842423,63,0,1
51708,842499,46,0,1
51713,842594,45,0,1
51729,842749,40,0,1
51731,842769,72,0,1
51732,842793,54,0,1
51741,842910,38,0,1
51748,843034,113,0,1
51749,843066,64,0,1
51752,843120,61,0,1
51759,843246,98,0,1
51760,843279,58,0,1
51767,843342,109,0,1
51780,843463,99,0,1
51788,843574,37,0,1
51789,843586,50,0,1
51806,843882,35,0,1
51808,843886,50,0,1
51815,843971,160,0,1
51817,843995,65,0,1
51821,844087,49,0,1
51824,844116,48,0,1
51830,844249,49,0,1
51834,844328,106,0,1
51836,844354,53,0,1
51847,844676,94,0,1
51850,844712,89,0,1
51852,844735,46,0,1
51856,844762,48,0,1
51859,844822,49,0,1
51864,844938,55,0,1
51870,845197,110,0,1
51877,845350,67,0,1
51881,845406,157,0,1
51894,845583,107,0,1
51895,845586,89,0,1
51898,845612,45,0,1
51903,845687,98,0,1
51909,845784,98,0,1
51917,845853,88,0,1
51918,845862,97,0,1
51927,845984,63,0,1
51930,846047,116,0,1
51941,846235,52,0,1
51951,846427,101,0,1
51957,846493,44,0,1
51963,846653,46,0,1
51967,846689,64,0,1
51974,846800,57,0,1
51976,846837,55,0,1
51978,846854,78,0,1
51992,847067,57,0,1
52007,847371,61,0,1
52013,847471,64,0,1
52019,847595,35,0,1
52036,847929,83,0,1
52037,847930,65,0,1
52040,847955,39,0,1
52041,847963,53,0,1
52043,848024,39,0,1
52052,848109,39,0,1
52053,848141,58,0,1
52056,848258,42,0,1
52060,848289,28,0,1
52065,848414,43,0,1
52074,848539,132,0,1
52099,848958,91,0,1
52102,848972,75,0,1
52110,849129,69,0,1
52111,849149,160,0,1
52112,849156,34,0,1
52119,849267,65,0,1
52122,849316,75,0,1
52128,849453,62,0,1
52134,849565,84,0,1
52135,849576,49,0,1
52144,849678,47,0,1
52151,849764,85,0,1
52170,850014,106,0,1
52180,850190,59,0,1
52183,850307,73,0,1
52185,850310,43,0,1
52187,850385,70,0,1
52189,850416,55,0,1
52192,850523,41,0,1
52197,850593,50,0,1
52205,850737,162,0,1
52223,850997,57,0,1
52230,851045,57,0,1
52244,851282,37,0,1
52246,851299,45,0,1
52247,851306,81,0,1
52248,851313,41,0,1
52250,851349,64,0,1
52251,851353,74,0,1
52253,851405,151,0,1
52258,851470,55,0,1
52261,851552,33,0,1
52267,851667,41,0,1
52274,851791,45,0,1
52277,851825,53,0,1
52283,851972,48,0,1
52285,851990,86,0,1
52296,852135,71,0,1
52316,852444,98,0,1
52322,852532,59,0,1
52331,852727,95,0,1
52334,852794,43,0,1
52352,853039,82,0,1
52353,853040,32,0,1
52358,853098,82,0,1
52370,853296,77,0,1
52371,853308,48,0,1
52383,853400,64,0,1
52388,853500,41,0,1
52392,853582,108,0,1
52395,853670,42,0,1
52401,853727,40,0,1
52417,854123,51,0,1
52418,854125,56,0,1
52419,854127,54,0,1
52424,854245,58,0,1
52430,854349,76,0,1
52431,854367,73,0,1
52432,854382,60,0,1
52433,854437,42,0,1
52438,854491,60,0,1
52450,854701,73,0,1
52457,854802,128,0,1
52463,854943,51,0,1
52469,855069,44,0,1
52471,855076,81,0,1
52472,855097,49,0,1
52475,855185,79,0,1
52491,855471,50,0,1
52505,855737,166,0,1
52514,855831,47,0,1
52516,855868,51,0,1
52523,855986,67,0,1
52524,855992,68,0,1
52526,856002,120,0,1
52535,856126,171,0,1
52538,856149,54,0,1
52541,856191,54,0,1
52542,856194,116,0,1
52547,856274,98,0,1
52548,856288,182,0,1
52553,856447,34,0,1
52555,856474,35,0,1
52562,856676,73,0,1
52565,856705,64,0,1
52567,856728,73,0,1
52578,856890,103,0,1
52602,857195,56,0,1
52610,857389,47,0,1
52615,857449,79,0,1
52616,857496,54,0,1
52617,857502,68,0,1
52629,857678,72,0,1
52630,857689,35,0,1
52639,857787,60,0,1
52640,857788,90,0,1
52649,857876,52,0,1
52660,858045,58,0,1
52662,858067,83,0,1
52666,858102,37,0,1
52668,858116,138,0,1
52671,858221,63,0,1
52675,858242,46,0,1
52676,858258,80,0,1
52677,858342,48,0,1
52678,858368,198,0,1
52686,858520,41,0,1
52696,858680,41,0,1
52700,858785,75,0,1
52702,858797,59,0,1
52704,858828,64,0,1
52706,858839,45,0,1
52714,858929,68,0,1
52722,859067,39,0,1
52725,859095,74,0,1
52728,859157,70,0,1
52732,859197,52,0,1
